interaction_id,customer_name,interaction_type,interaction_date,interaction_channel,feedback_score
2820,Emily Davis,Product Inquiry,2022-12-07,In-store,10
2821,Bob Williams,Product Inquiry,2022-12-13,Live Chat,4
2822,Ivy Carter,Product Inquiry,2023-09-29,Email,8
2823,Ivy Carter,Product Inquiry,2024-02-28,Live Chat,1
2824,Alice Johnson,Product Inquiry,2022-11-26,Phone,3
2825,Henry Wilson,Order Issue,2023-03-18,Social Media,4
2826,Bob Williams,Product Inquiry,2022-12-28,Social Media,9
2827,Ivy Carter,Product Inquiry,2024-01-05,Social Media,1
2828,Ivy Carter,General Inquiry,2023-10-22,Live Chat,9
2829,Jack Thompson,Product Inquiry,2024-01-16,Phone,7
2830,Frank Miller,Technical Support,2022-03-13,Live Chat,3
2831,Bob Williams,Technical Support,2022-07-05,Email,3
2832,Charlie Brown,Feedback,2023-06-28,Email,6
2833,Frank Miller,Order Issue,2022-01-27,Email,6
2834,Bob Williams,Product Inquiry,2023-05-12,Live Chat,10
2835,Bob Williams,Order Issue,2022-12-13,Email,4
2836,Alice Johnson,Product Inquiry,2023-10-24,In-store,4
2837,Grace Lee,Technical Support,2023-08-10,Email,9
2838,Henry Wilson,Technical Support,2023-04-20,Email,1
2839,Charlie Brown,Order Issue,2022-08-08,Phone,9
2840,Bob Williams,Feedback,2022-11-15,In-store,6
2841,Charlie Brown,General Inquiry,2022-02-19,Email,7
2842,Alice Johnson,Technical Support,2023-05-02,Email,6
2843,Jack Thompson,General Inquiry,2022-09-23,Phone,7
2844,Ivy Carter,Order Issue,2023-10-27,Social Media,6
2845,Emily Davis,General Inquiry,2023-04-29,Social Media,9
2846,Grace Lee,Feedback,2023-01-23,Social Media,4
2847,Alice Johnson,Product Inquiry,2022-03-29,Live Chat,3
2848,Emily Davis,Technical Support,2022-02-23,Social Media,10
2849,David Smith,Feedback,2022-06-12,In-store,10
2850,Henry Wilson,Order Issue,2022-05-02,Live Chat,6
2851,Frank Miller,General Inquiry,2022-09-28,In-store,5
2852,Frank Miller,Technical Support,2023-02-17,Email,5
2853,Charlie Brown,Feedback,2023-01-10,Email,1
2854,Grace Lee,Feedback,2022-09-01,Phone,10
2855,Alice Johnson,Feedback,2022-07-11,Phone,7
2856,Alice Johnson,General Inquiry,2023-09-07,Email,1
2857,Ivy Carter,Feedback,2022-09-13,In-store,10
2858,Ivy Carter,General Inquiry,2023-08-26,Email,1
2859,Ivy Carter,Technical Support,2023-01-27,Email,8
2860,Frank Miller,Order Issue,2023-07-25,In-store,8
2861,Frank Miller,General Inquiry,2022-01-29,Live Chat,3
2862,Frank Miller,Order Issue,2022-06-13,Phone,7
2863,Frank Miller,Order Issue,2023-02-10,Live Chat,2
2864,Grace Lee,Feedback,2023-04-23,In-store,10
2865,Jack Thompson,Product Inquiry,2022-03-07,In-store,2
2866,Jack Thompson,Product Inquiry,2022-06-02,Phone,6
2867,Emily Davis,Product Inquiry,2022-10-21,Email,8
2868,Emily Davis,Feedback,2022-02-09,Live Chat,1
2869,Grace Lee,Feedback,2022-10-20,Social Media,4
2870,Jack Thompson,General Inquiry,2022-06-23,Email,7
2871,Charlie Brown,General Inquiry,2023-06-20,Phone,7
2872,Ivy Carter,Product Inquiry,2022-11-01,Live Chat,4
2873,Ivy Carter,Product Inquiry,2022-05-21,Social Media,6
2874,Frank Miller,Technical Support,2022-09-10,Email,6
2875,Henry Wilson,Feedback,2023-07-11,Social Media,9
2876,Bob Williams,Order Issue,2022-11-29,Social Media,5
2877,Bob Williams,Order Issue,2022-02-07,Email,4
2878,Ivy Carter,Technical Support,2023-09-24,In-store,2
2879,Jack Thompson,Product Inquiry,2023-01-23,Email,3
2880,Alice Johnson,General Inquiry,2024-01-19,Email,3
2881,Emily Davis,Feedback,2024-01-08,Live Chat,5
2882,Henry Wilson,Technical Support,2022-06-12,Phone,8
2883,Ivy Carter,Technical Support,2023-04-16,Social Media,1
2884,Ivy Carter,Feedback,2023-12-14,Email,4
2885,Bob Williams,Feedback,2023-12-12,Phone,5
2886,Grace Lee,Product Inquiry,2022-12-24,In-store,4
2887,David Smith,Product Inquiry,2023-09-02,Social Media,4
2888,Frank Miller,Product Inquiry,2023-12-05,Social Media,5
2889,Ivy Carter,Technical Support,2023-06-18,Phone,10
2890,Emily Davis,Product Inquiry,2023-08-18,Social Media,9
2891,Ivy Carter,Technical Support,2024-01-30,Live Chat,6
2892,Grace Lee,Feedback,2023-12-29,Live Chat,10
2893,Alice Johnson,Product Inquiry,2022-06-13,Social Media,5
2894,Bob Williams,Feedback,2023-02-12,Live Chat,3
2895,Emily Davis,Product Inquiry,2023-05-26,Social Media,10
2896,Alice Johnson,General Inquiry,2023-01-04,In-store,3
2897,Henry Wilson,Product Inquiry,2024-01-14,In-store,1
2898,Ivy Carter,Technical Support,2023-07-28,In-store,2
2899,Alice Johnson,Feedback,2023-02-16,Social Media,7
2900,Grace Lee,Feedback,2022-02-13,Phone,9
2901,Grace Lee,General Inquiry,2023-04-26,Live Chat,10
2902,Ivy Carter,Order Issue,2023-03-24,Phone,6
2903,Emily Davis,Feedback,2022-03-09,Email,6
2904,David Smith,General Inquiry,2022-11-19,Live Chat,10
2905,Charlie Brown,Product Inquiry,2023-07-08,Social Media,8
2906,Charlie Brown,Product Inquiry,2022-10-22,Email,9
2907,Grace Lee,Feedback,2022-03-04,Social Media,5
2908,Grace Lee,Order Issue,2022-12-19,Email,2
2909,Grace Lee,Order Issue,2023-07-05,Email,1
2910,Bob Williams,Product Inquiry,2023-02-08,Social Media,4
2911,Ivy Carter,General Inquiry,2022-03-25,Phone,9
2912,Henry Wilson,Product Inquiry,2023-03-31,Phone,5
2913,Ivy Carter,General Inquiry,2022-11-08,Live Chat,4
2914,Jack Thompson,Product Inquiry,2023-01-03,Email,1
2915,Alice Johnson,Feedback,2022-06-30,In-store,6
2916,Bob Williams,General Inquiry,2023-09-22,Phone,10
2917,Charlie Brown,Order Issue,2022-11-11,Live Chat,5
2918,Frank Miller,Technical Support,2023-05-05,Phone,2
2919,Charlie Brown,Order Issue,2022-11-02,Email,8
2920,Charlie Brown,Order Issue,2023-01-10,Phone,3
2921,Alice Johnson,Product Inquiry,2022-02-02,Social Media,5
2922,Ivy Carter,Product Inquiry,2023-01-13,In-store,3
2923,Frank Miller,General Inquiry,2022-02-10,Email,9
2924,Grace Lee,Order Issue,2022-10-25,Email,8
2925,Emily Davis,Feedback,2022-08-03,Live Chat,1
2926,Emily Davis,Technical Support,2022-07-13,In-store,9
2927,Alice Johnson,Product Inquiry,2023-11-02,Email,10
2928,Frank Miller,Order Issue,2023-09-27,In-store,9
2929,Alice Johnson,Product Inquiry,2024-01-31,Live Chat,3
2930,Jack Thompson,General Inquiry,2022-05-11,Live Chat,3
2931,Henry Wilson,Product Inquiry,2022-05-06,Social Media,8
2932,David Smith,Product Inquiry,2022-02-17,Phone,9
2933,Bob Williams,Feedback,2022-01-04,In-store,2
2934,David Smith,Feedback,2022-01-03,Social Media,8
2935,David Smith,Technical Support,2022-09-19,Email,6
2936,Jack Thompson,Product Inquiry,2022-02-21,Phone,5
2937,Grace Lee,Product Inquiry,2022-02-04,Email,1
2938,Bob Williams,Order Issue,2022-04-21,Phone,1
2939,Jack Thompson,General Inquiry,2023-01-18,Live Chat,9
2940,Grace Lee,Feedback,2022-06-24,In-store,8
2941,Bob Williams,Order Issue,2022-11-16,In-store,4
2942,Frank Miller,General Inquiry,2022-01-14,Live Chat,2
2943,Jack Thompson,Product Inquiry,2022-11-09,Email,3
2944,David Smith,Feedback,2023-06-16,Social Media,6
2945,David Smith,Product Inquiry,2023-07-10,Email,10
2946,David Smith,General Inquiry,2023-06-07,Live Chat,10
2947,David Smith,General Inquiry,2023-11-03,Phone,4
2948,Bob Williams,Product Inquiry,2023-07-09,In-store,10
2949,Alice Johnson,General Inquiry,2023-09-12,Phone,1
2950,Emily Davis,Feedback,2023-08-11,Live Chat,6
2951,Bob Williams,General Inquiry,2022-11-11,Social Media,9
2952,Frank Miller,Feedback,2022-02-08,In-store,4
2953,Emily Davis,General Inquiry,2022-03-19,In-store,7
2954,Jack Thompson,General Inquiry,2022-07-31,Live Chat,4
2955,Frank Miller,Order Issue,2023-12-06,Live Chat,8
2956,Frank Miller,General Inquiry,2022-04-25,In-store,7
2957,Ivy Carter,Feedback,2023-06-20,Live Chat,7
2958,Henry Wilson,Order Issue,2024-01-16,Email,2
2959,Alice Johnson,Feedback,2024-02-29,Email,7
2960,Ivy Carter,Technical Support,2024-02-26,Email,7
2961,Charlie Brown,Feedback,2023-01-27,Email,3
2962,Ivy Carter,Product Inquiry,2022-07-21,Phone,7
2963,Frank Miller,General Inquiry,2022-04-04,Email,4
2964,David Smith,Product Inquiry,2023-04-23,Email,4
2965,Frank Miller,Order Issue,2022-11-29,In-store,8
2966,Grace Lee,Technical Support,2022-10-25,Email,7
2967,Grace Lee,Product Inquiry,2022-01-01,Phone,5
2968,David Smith,General Inquiry,2023-08-24,Phone,1
2969,Jack Thompson,Feedback,2023-10-07,In-store,7
2970,Henry Wilson,Order Issue,2022-01-31,Social Media,4
2971,David Smith,Product Inquiry,2022-05-28,Live Chat,3
2972,Charlie Brown,Technical Support,2022-03-02,Email,10
2973,Ivy Carter,Feedback,2022-07-05,Live Chat,1
2974,Emily Davis,Order Issue,2023-11-08,Live Chat,10
2975,Bob Williams,Feedback,2022-12-26,Phone,3
2976,Bob Williams,Order Issue,2022-01-14,Email,10
2977,Alice Johnson,Feedback,2022-11-12,In-store,3
2978,Alice Johnson,General Inquiry,2022-01-19,In-store,8
2979,Alice Johnson,General Inquiry,2022-09-28,In-store,7
2980,Henry Wilson,General Inquiry,2022-06-15,In-store,6
2981,Ivy Carter,Feedback,2024-01-03,In-store,8
2982,Emily Davis,General Inquiry,2024-02-16,Social Media,3
2983,Henry Wilson,Technical Support,2022-11-26,Live Chat,8
2984,Frank Miller,Order Issue,2023-10-15,Live Chat,7
2985,Henry Wilson,Technical Support,2023-05-05,Live Chat,5
2986,Charlie Brown,Order Issue,2022-12-26,Phone,8
2987,Bob Williams,Product Inquiry,2022-03-09,In-store,8
2988,Henry Wilson,Product Inquiry,2022-04-05,Live Chat,2
2989,Frank Miller,Technical Support,2023-10-04,Phone,1
2990,Jack Thompson,General Inquiry,2022-11-29,In-store,4
2991,Henry Wilson,General Inquiry,2023-10-23,Phone,3
2992,Frank Miller,Feedback,2023-07-25,Live Chat,2
2993,Ivy Carter,Product Inquiry,2023-02-09,In-store,1
2994,David Smith,General Inquiry,2023-02-21,Social Media,9
2995,Emily Davis,Product Inquiry,2023-12-07,In-store,10
2996,Bob Williams,Technical Support,2022-05-26,Email,5
2997,David Smith,Feedback,2023-11-06,In-store,9
2998,Grace Lee,Order Issue,2023-11-29,In-store,10
2999,Ivy Carter,Order Issue,2022-01-11,In-store,8
3000,Henry Wilson,Product Inquiry,2022-02-24,In-store,8
